TIMESTAMP,Global BsAs [W/m2],Difusa BsAs [W/m2],Global Ush [W/m2],Difusa Ush [W/m2]
2023-06-17 00:00:00,-1.328,-1.392,-1.406,-0.892
2023-06-17 00:01:00,-1.328,-1.193,-1.406,-0.892
2023-06-17 00:02:00,-1.328,-0.596,-1.406,-0.892
2023-06-17 00:03:00,-1.328,-0.596,-1.406,-0.892
2023-06-17 00:04:00,-1.328,-0.596,-1.406,-0.892
2023-06-17 00:05:00,-1.328,-0.596,-1.606,-0.892
2023-06-17 00:06:00,-1.328,-0.596,-2.008,-0.892
2023-06-17 00:07:00,-1.328,-0.596,-2.008,-0.892
2023-06-17 00:08:00,-1.430,-0.596,-1.606,-0.892
2023-06-17 00:09:00,-1.634,-0.596,-1.406,-0.892
2023-06-17 00:10:00,-1.736,-0.596,-1.406,-0.892
2023-06-17 00:11:00,-1.736,-1.193,-1.406,-0.892
2023-06-17 00:12:00,-1.839,-1.392,-1.406,-0.892
2023-06-17 00:13:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:14:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:15:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:16:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:17:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:18:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:19:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:20:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:21:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:22:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:23:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:24:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:25:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:26:00,-2.043,-1.988,-1.406,-0.892
2023-06-17 00:27:00,-2.043,-1.789,-1.406,-0.892
2023-06-17 00:28:00,-2.043,-1.392,-1.406,-0.892
2023-06-17 00:29:00,-2.043,-1.193,-1.406,-0.892
2023-06-17 00:30:00,-2.043,-0.994,-1.406,-0.892
2023-06-17 00:31:00,-2.043,-0.795,-1.406,-0.892
2023-06-17 00:32:00,-2.043,-0.596,-1.406,-0.892
2023-06-17 00:33:00,-1.941,-0.596,-1.406,-0.892
2023-06-17 00:34:00,-1.941,-0.596,-1.406,-0.892
2023-06-17 00:35:00,-1.736,-0.596,-1.406,-0.892
2023-06-17 00:36:00,-1.736,-0.596,-1.406,-0.892
2023-06-17 00:37:00,-1.736,-0.596,-1.406,-0.892
2023-06-17 00:38:00,-1.736,-0.596,-1.406,-1.019
2023-06-17 00:39:00,-1.532,-0.596,-1.406,-1.146
2023-06-17 00:40:00,-1.328,-0.596,-1.406,-1.274
2023-06-17 00:41:00,-1.328,-0.596,-2.209,-1.019
2023-06-17 00:42:00,-1.328,-0.596,-2.610,-1.274
2023-06-17 00:43:00,-1.328,-0.596,-2.610,-1.656
2023-06-17 00:44:00,-1.430,-0.596,-2.610,-1.656
2023-06-17 00:45:00,-1.328,-0.596,-2.610,-1.656
2023-06-17 00:46:00,-1.328,-0.596,-2.610,-1.656
2023-06-17 00:47:00,-1.328,-0.596,-2.610,-1.656
2023-06-17 00:48:00,-1.328,-0.596,-2.610,-1.656
