TIMESTAMP,Global BsAs [W/m2],Difusa BsAs [W/m2],Global Ush [W/m2],Difusa Ush [W/m2]
2023-06-20 00:00:00,-2.043,-1.789,-2.610,-1.274
2023-06-20 00:01:00,-2.043,-1.789,-3.012,-1.274
2023-06-20 00:02:00,-2.043,-1.988,-2.811,-1.274
2023-06-20 00:03:00,-2.043,-1.590,-2.610,-1.274
2023-06-20 00:04:00,-2.043,-1.392,-2.610,-1.274
2023-06-20 00:05:00,-1.839,-1.392,-2.610,-1.401
2023-06-20 00:06:00,-1.736,-1.392,-2.610,-1.656
2023-06-20 00:07:00,-1.736,-1.193,-2.008,-1.656
2023-06-20 00:08:00,-1.736,-0.795,-1.606,-1.656
2023-06-20 00:09:00,-1.736,-0.596,-1.406,-1.656
2023-06-20 00:10:00,-1.634,-0.596,-1.004,-1.656
2023-06-20 00:11:00,-1.430,-0.596,-1.004,-1.529
2023-06-20 00:12:00,-1.328,-0.596,-1.406,-1.656
2023-06-20 00:13:00,-1.328,-0.596,-1.406,-1.656
2023-06-20 00:14:00,-1.328,-0.596,-1.406,-1.656
2023-06-20 00:15:00,-1.328,-0.596,-1.406,-1.656
2023-06-20 00:16:00,-1.328,-0.596,-1.406,-1.656
2023-06-20 00:17:00,-1.328,-0.596,-1.406,-1.656
2023-06-20 00:18:00,-1.328,-0.596,-2.008,-1.656
2023-06-20 00:19:00,-1.328,-0.596,-2.209,-1.783
2023-06-20 00:20:00,-1.328,-0.596,-1.807,-1.783
2023-06-20 00:21:00,-1.226,-0.596,-1.406,-1.656
2023-06-20 00:22:00,-1.124,-0.596,-1.807,-1.656
2023-06-20 00:23:00,-1.021,-0.596,-2.008,-1.656
2023-06-20 00:24:00,-0.817,-0.596,-2.008,-1.656
2023-06-20 00:25:00,-0.715,-0.596,-2.008,-2.038
2023-06-20 00:26:00,-0.715,-0.398,-2.410,-2.166
2023-06-20 00:27:00,-0.613,0.000,-2.209,-2.038
2023-06-20 00:28:00,-0.511,0.000,-2.209,-2.166
2023-06-20 00:29:00,-0.409,0.000,-2.008,-2.038
2023-06-20 00:30:00,-0.306,0.000,-1.807,-1.911
2023-06-20 00:31:00,-0.306,0.000,-1.606,-1.783
2023-06-20 00:32:00,-0.306,0.000,-2.008,-1.656
2023-06-20 00:33:00,-0.613,-0.398,-2.008,-1.911
2023-06-20 00:34:00,-0.715,-0.398,-2.008,-1.911
2023-06-20 00:35:00,-0.613,-0.398,-2.008,-2.038
2023-06-20 00:36:00,-0.613,-0.596,-2.209,-2.038
2023-06-20 00:37:00,-0.715,-0.596,-2.610,-2.038
2023-06-20 00:38:00,-0.715,-0.596,-2.610,-2.166
2023-06-20 00:39:00,-0.715,-0.596,-2.610,-2.166
2023-06-20 00:40:00,-0.715,-0.596,-2.610,-2.166
2023-06-20 00:41:00,-0.715,-0.596,-2.610,-2.166
2023-06-20 00:42:00,-0.715,-0.596,-2.008,-2.166
2023-06-20 00:43:00,-0.715,-0.596,-2.008,-2.038
2023-06-20 00:44:00,-0.715,-0.596,-2.008,-1.911
2023-06-20 00:45:00,-0.715,-0.596,-1.406,-1.783
2023-06-20 00:46:00,-0.715,-0.596,-1.406,-1.656
2023-06-20 00:47:00,-0.715,-0.596,-1.606,-1.656
2023-06-20 00:48:00,-0.715,-0.596,-2.008,-1.656
2023-06-20 00:49:00,-0.715,-0.596,-1.606,-1.656
2023-06-20 00:50:00,-0.715,-0.596,-1.406,-1.656
2023-06-20 00:51:00,-0.715,-0.596,-1.406,-1.656
2023-06-20 00:52:00,-0.715,-0.596,-1.406,-1.656
2023-06-20 00:53:00,-0.715,-0.596,-1.406,-1.656
