TIMESTAMP,Global BsAs [W/m2],Difusa BsAs [W/m2],Global Ush [W/m2],Difusa Ush [W/m2]
2023-06-19 00:00:00,-1.736,-0.596,-1.406,-1.656
2023-06-19 00:01:00,-1.736,-0.596,-1.406,-1.656
2023-06-19 00:02:00,-1.430,-0.596,-1.406,-1.656
2023-06-19 00:03:00,-1.430,-0.596,-1.406,-1.656
2023-06-19 00:04:00,-1.634,-0.596,-1.406,-1.656
2023-06-19 00:05:00,-1.736,-0.596,-1.406,-1.656
2023-06-19 00:06:00,-1.736,-0.596,-1.406,-1.656
2023-06-19 00:07:00,-1.736,-0.596,-1.406,-1.656
2023-06-19 00:08:00,-1.839,-0.596,-1.406,-1.656
2023-06-19 00:09:00,-2.043,-0.596,-1.406,-1.656
2023-06-19 00:10:00,-2.043,-0.795,-1.406,-1.529
2023-06-19 00:11:00,-2.043,-0.596,-1.205,-1.274
2023-06-19 00:12:00,-2.043,-0.596,-1.205,-1.401
2023-06-19 00:13:00,-1.941,-0.596,-1.205,-1.274
2023-06-19 00:14:00,-1.736,-0.596,-1.205,-1.274
2023-06-19 00:15:00,-1.736,-0.596,-1.004,-1.274
2023-06-19 00:16:00,-1.532,-0.596,-1.205,-1.274
2023-06-19 00:17:00,-1.328,-0.596,-1.004,-1.146
2023-06-19 00:18:00,-1.328,-0.596,-1.406,-1.146
2023-06-19 00:19:00,-1.328,-0.596,-1.406,-1.146
2023-06-19 00:20:00,-1.430,-0.596,-1.406,-0.892
2023-06-19 00:21:00,-1.634,-0.596,-1.807,-0.892
2023-06-19 00:22:00,-1.328,-0.596,-2.008,-0.892
2023-06-19 00:23:00,-1.328,-0.596,-2.410,-0.892
2023-06-19 00:24:00,-1.430,-0.596,-2.410,-1.146
2023-06-19 00:25:00,-1.634,-0.596,-2.410,-1.274
2023-06-19 00:26:00,-1.736,-0.596,-2.610,-1.274
2023-06-19 00:27:00,-1.941,-0.596,-2.610,-1.274
2023-06-19 00:28:00,-1.839,-0.596,-2.610,-1.529
2023-06-19 00:29:00,-1.532,-0.596,-2.610,-1.656
2023-06-19 00:30:00,-1.941,-0.596,-2.410,-1.656
2023-06-19 00:31:00,-1.634,-0.596,-2.610,-1.656
2023-06-19 00:32:00,-1.634,-0.596,-2.410,-1.656
2023-06-19 00:33:00,-1.736,-0.596,-2.410,-1.656
2023-06-19 00:34:00,-1.736,-0.596,-2.410,-1.656
2023-06-19 00:35:00,-1.839,-0.596,-2.008,-1.656
2023-06-19 00:36:00,-2.043,-0.596,-2.008,-1.656
2023-06-19 00:37:00,-2.043,-0.596,-1.606,-1.656
2023-06-19 00:38:00,-2.043,-0.994,-1.406,-1.656
2023-06-19 00:39:00,-2.043,-0.795,-1.406,-1.656
2023-06-19 00:40:00,-2.043,-0.596,-1.406,-1.656
2023-06-19 00:41:00,-2.043,-0.596,-1.406,-1.656
2023-06-19 00:42:00,-2.043,-0.994,-1.406,-1.656
2023-06-19 00:43:00,-2.043,-1.193,-1.406,-1.656
2023-06-19 00:44:00,-2.043,-1.193,-0.803,-1.401
2023-06-19 00:45:00,-2.043,-1.392,-0.803,-1.274
2023-06-19 00:46:00,-2.043,-1.789,-0.803,-1.274
2023-06-19 00:47:00,-2.043,-1.988,-0.602,-1.274
2023-06-19 00:48:00,-2.043,-1.988,-0.602,-1.274
2023-06-19 00:49:00,-2.043,-1.988,-0.602,-1.146
