FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
29062023    22   9.7   66  1021.8  330   26     BAHIA BLANCA AERO                                   
29062023    23   9.2   64  1021.9  330   24     BAHIA BLANCA AERO                                   
29062023     0   2.1   78  1486.0  200    6     BARILOCHE AERO                                      
29062023     1   1.6   81  1486.0  170    4     BARILOCHE AERO                                      
29062023     2   1.7   81  1483.0  170    6     BARILOCHE AERO                                      
29062023     3   1.8   83  1484.0  190    6     BARILOCHE AERO                                      
29062023     4   1.9   83  1481.0  290    2     BARILOCHE AERO                                      
29062023     5   1.8   87  1479.0  160    4     BARILOCHE AERO                                      
29062023     6   2.1   85  1475.0   90    6     BARILOCHE AERO                                      
29062023     7   2.4   89  1475.0  130    2     BARILOCHE AERO                                      
29062023     8   2.8   89  1477.0  180    6     BARILOCHE AERO                                      
29062023     9   3.1   89  1476.0  100    4     BARILOCHE AERO                                      
29062023    10   3.6   86  1480.0    0    0     BARILOCHE AERO                                      
29062023    11   4.3   86  1484.0    0    0     BARILOCHE AERO                                      
29062023    12   5.9   84  1491.0  320    7     BARILOCHE AERO                                      
29062023    13   7.7   74  1491.0  310   20     BARILOCHE AERO                                      
29062023    14   7.4   75  1489.0  290   20     BARILOCHE AERO                                      
29062023    15   8.6   69  1487.0  290   28     BARILOCHE AERO                                      
29062023    16   8.8   68  1486.0  290   24     BARILOCHE AERO                                      
29062023    17   8.4   70  1486.0  290   24     BARILOCHE AERO                                      
29062023    18   7.6   70  1488.0  290   22     BARILOCHE AERO                                      
29062023    19   5.6   78  1488.0    0    0     BARILOCHE AERO                                      
29062023    20   3.6   88  1490.0  280   11     BARILOCHE AERO                                      
29062023    21   1.0   93  1490.0  170    7     BARILOCHE AERO                                      
29062023    22    .9   91  1492.0  190   11     BARILOCHE AERO                                      
29062023    23   1.2   89  1495.0  170    9     BARILOCHE AERO                                      
29062023     0 -27.4   66   988.9  120   28     BASE BELGRANO II                                    
29062023     3 -27.6   65   994.3    0    0     BASE BELGRANO II                                    
29062023     6 -24.8   51   997.5   90    4     BASE BELGRANO II                                    
29062023     9 -23.4   39   999.7  140    7     BASE BELGRANO II                                    
29062023    12 -24.8   69  1002.5  110    7     BASE BELGRANO II                                    
29062023    15 -22.6   58  1003.6    0    0     BASE BELGRANO II                                    
29062023    18 -23.4   72  1005.9  120   17     BASE BELGRANO II                                    
29062023    21 -21.8   60  1006.5    0    0     BASE BELGRANO II                                    
29062023     0  -2.2   94  1011.2  270   35     BASE CARLINI (EX JUBANY)                            
29062023     3  -2.0   96  1011.9  290   35     BASE CARLINI (EX JUBANY)                            
29062023     6  -2.4   96  1012.4  290   31     BASE CARLINI (EX JUBANY)                            
29062023     9  -1.8   94  1013.4  290   35     BASE CARLINI (EX JUBANY)                            
29062023    12  -1.5   92  1014.1  290   35     BASE CARLINI (EX JUBANY)                            
29062023    15  -2.0   96  1014.7  290   33     BASE CARLINI (EX JUBANY)                            
29062023    18  -1.8   99  1015.4  290   33     BASE CARLINI (EX JUBANY)                            
29062023    21  -2.0   90  1015.6  290   35     BASE CARLINI (EX JUBANY)                            
29062023     0 -10.2   88  1006.5   90    9     BASE ESPERANZA                                      
29062023     3  -9.9   82  1006.6  140    7     BASE ESPERANZA                                      
29062023     6  -9.7   88  1007.5  230    6     BASE ESPERANZA                                      
29062023     9  -8.3   84  1008.7  270    7     BASE ESPERANZA                                      
29062023    12  -8.7   89  1009.8    0    0     BASE ESPERANZA                                      
29062023    15 -10.1   88  1009.7  250    9     BASE ESPERANZA                                      
29062023    18  -8.3   84  1010.0    0    0     BASE ESPERANZA                                      
29062023    21  -5.9   82  1010.6  140    9     BASE ESPERANZA                                      
29062023     0  -5.8   70  1005.7  230   26     BASE MARAMBIO                                       
29062023     1  -5.8   70  1005.9  230   22     BASE MARAMBIO                                       
29062023     2  -5.0   72  1005.8  200   20     BASE MARAMBIO                                       
29062023     3  -4.2   64  1005.9  230   19     BASE MARAMBIO                                       
29062023     4  -5.0   72  1006.3  180   11     BASE MARAMBIO                                       
29062023     5  -5.0   72  1006.6  200    9     BASE MARAMBIO                                       
29062023     6  -4.6   68  1006.9  230   17     BASE MARAMBIO                                       
29062023     7  -4.8   72  1007.3  160    7     BASE MARAMBIO                                       
29062023     8  -6.6   78  1007.4  230    7     BASE MARAMBIO                                       
29062023     9  -7.4   69  1008.0  180    4     BASE MARAMBIO                                       
29062023    10  -7.2   69  1008.2  320    7     BASE MARAMBIO                                       
29062023    11  -6.8   70  1008.2  270   15     BASE MARAMBIO                                       
29062023    12  -6.6   73  1008.7  270   15     BASE MARAMBIO                                       
29062023    13  -6.2   74  1008.6  270    6     BASE MARAMBIO                                       
29062023    14  -5.9   74  1008.7  270    9     BASE MARAMBIO                                       
29062023    15  -4.8   72  1008.7  290    9     BASE MARAMBIO                                       
29062023    16  -3.8   74  1008.8  290   11     BASE MARAMBIO                                       
29062023    17  -5.0   76  1009.1  270   13     BASE MARAMBIO                                       
29062023    18  -3.8   70  1009.2  230   17     BASE MARAMBIO                                       
29062023    19  -5.0   72  1009.4  230   19     BASE MARAMBIO                                       
29062023    20  -4.0   73  1009.6  250   20     BASE MARAMBIO                                       
29062023    21  -6.0   74  1009.9  250   20     BASE MARAMBIO                                       
29062023    22  -6.5   76  1009.7  270   26     BASE MARAMBIO                                       
29062023    23  -7.2   77  1010.0  230   24     BASE MARAMBIO                                       
29062023     0 -13.1   96  1013.4  140    7     BASE ORCADAS                                        
29062023     3  -9.7   83  1013.6  270   11     BASE ORCADAS                                        
29062023     6  -9.3   77  1013.4  360    7     BASE ORCADAS                                        
29062023     9  -6.2   92  1013.7  340   20     BASE ORCADAS                                        
29062023    12  -4.1   93  1013.8  360   13     BASE ORCADAS                                        
29062023    15  -3.5   93  1013.8  360   11     BASE ORCADAS                                        
29062023    18  -3.5   84  1014.9  270    6     BASE ORCADAS                                        
29062023    21  -3.3   79  1015.4  340    9     BASE ORCADAS                                        
29062023     0  -5.0   89  1009.6  340   24     BASE SAN MARTIN                                     
29062023     3  -5.2   95  1010.3  290    6     BASE SAN MARTIN                                     
29062023     6  -4.4   95  1011.0  160    6     BASE SAN MARTIN                                     
29062023     9  -4.6   92  1011.6    0    0     BASE SAN MARTIN                                     
29062023    12  -4.3   98  1012.4  230    9     BASE SAN MARTIN                                     
29062023    18  -5.3   89  1013.5  140    6     BASE SAN MARTIN                                     
29062023    21  -5.9   89  1013.7  140    6     BASE SAN MARTIN                                     
29062023     9   1.4  100  1027.4    0    0     BENITO JUAREZ AERO                                  
29062023    12   7.6   87  1027.7  360    4     BENITO JUAREZ AERO                                  
29062023    15   9.7   67  1024.4  360   24     BENITO JUAREZ AERO                                  
29062023    18   8.6   85  1024.2  360    9     BENITO JUAREZ AERO                                  
29062023    21   6.2   87  1023.9  360    9     BENITO JUAREZ AERO                                  
29062023     6  12.4   89  1550.0  180   15     BERNARDO DE IRIGOYEN AERO                           
29062023     7  12.0   96  1552.0  180   15     BERNARDO DE IRIGOYEN AERO                           
29062023     8  12.0   97  1555.0  180   15     BERNARDO DE IRIGOYEN AERO                           
29062023     9  13.2   93  1556.0  180   15     BERNARDO DE IRIGOYEN AERO                           
29062023    10  14.6   87  1564.0  180    9     BERNARDO DE IRIGOYEN AERO                           
29062023    11  16.6   80  1566.0  140    9     BERNARDO DE IRIGOYEN AERO                           
29062023    12  18.4   75  1566.0  140    4     BERNARDO DE IRIGOYEN AERO                           
29062023    13  20.4   68  1562.0  140    4     BERNARDO DE IRIGOYEN AERO                           
29062023    14  21.8   55  1558.0  360    9     BERNARDO DE IRIGOYEN AERO                           
29062023    15  21.9   58  1555.0  320   15     BERNARDO DE IRIGOYEN AERO                           
29062023    16  22.6   58  1557.0  320    9     BERNARDO DE IRIGOYEN AERO                           
29062023    17  19.8   77  1554.0  180    9     BERNARDO DE IRIGOYEN AERO                           
29062023    18  18.2   81  1555.0  180    9     BERNARDO DE IRIGOYEN AERO                           
29062023    19  16.9   89  1554.0  180    9     BERNARDO DE IRIGOYEN AERO                           
29062023    20  16.4   90  1557.0  180    9     BERNARDO DE IRIGOYEN AERO                           
29062023    21  15.8   94  1557.0  180    4     BERNARDO DE IRIGOYEN AERO                           
29062023     6   2.6   89  1027.9   90    4     BOLIVAR AERO                                        
29062023     7   2.2   89  1027.7   90    4     BOLIVAR AERO                                        
29062023     8   1.8   93  1027.8   90    4     BOLIVAR AERO                                        
29062023     9   3.0   93  1028.0   90    4     BOLIVAR AERO                                        
29062023    10   5.4   94  1029.2   90    4     BOLIVAR AERO                                        
29062023    11   8.4   81  1028.7  360   11     BOLIVAR AERO                                        
29062023    12  10.6   68  1027.7   50   22     BOLIVAR AERO                                        
29062023    13  11.8   56  1026.8   50   26     BOLIVAR AERO                                        
29062023    14  13.4   59  1024.5   50   30     BOLIVAR AERO                                        
29062023    15  14.2   50  1023.5   50   33     BOLIVAR AERO                                        
29062023    16  14.2   44  1023.7   50   33     BOLIVAR AERO                                        
29062023    17  13.4   53  1024.5  360   19     BOLIVAR AERO                                        
29062023    18  10.4   61  1025.0   50    4     BOLIVAR AERO                                        
29062023    19   8.4   68  1025.0   50    4     BOLIVAR AERO                                        
29062023    20   6.8   74  1025.2    0    0     BOLIVAR AERO                                        
29062023    21   5.6   79  1025.4    0    0     BOLIVAR AERO                                        
29062023     0   9.2   72  1027.9  140   11     BUENOS AIRES OBSERVATORIO                           
29062023     1   8.6   76  1027.8    0    0     BUENOS AIRES OBSERVATORIO                           
29062023     2   7.8   80  1027.5  140    4     BUENOS AIRES OBSERVATORIO                           
29062023     3   7.6   82  1027.7  140    4     BUENOS AIRES OBSERVATORIO                           
29062023     4   7.8   80  1027.3  140    4     BUENOS AIRES OBSERVATORIO                           
29062023     5   8.6   77  1027.3  140    2     BUENOS AIRES OBSERVATORIO                           
29062023     6   8.2   81  1027.3  140    6     BUENOS AIRES OBSERVATORIO                           
29062023     7   8.5   80  1027.8  180    4     BUENOS AIRES OBSERVATORIO                           
29062023     8   8.4   81  1027.9  160    6     BUENOS AIRES OBSERVATORIO                           
29062023     9   8.2   82  1028.3  180    2     BUENOS AIRES OBSERVATORIO                           
29062023    10  11.5   68  1027.9  140    6     BUENOS AIRES OBSERVATORIO                           
29062023    11  12.4   71  1028.7   90    6     BUENOS AIRES OBSERVATORIO                           
29062023    12  13.5   70  1029.6   90   11     BUENOS AIRES OBSERVATORIO                           
29062023    13  14.2   67  1028.4   20    9     BUENOS AIRES OBSERVATORIO                           
29062023    14  14.0   60  1027.3   20   13     BUENOS AIRES OBSERVATORIO                           
29062023    15  14.1   55  1026.0   20    9     BUENOS AIRES OBSERVATORIO                           
29062023    16  13.6   61  1025.1   20    7     BUENOS AIRES OBSERVATORIO                           
29062023    17  12.8   69  1024.3   20    7     BUENOS AIRES OBSERVATORIO                           
29062023    18  12.1   77  1024.6   90    9     BUENOS AIRES OBSERVATORIO                           
29062023    19  11.5   82  1025.5   90    4     BUENOS AIRES OBSERVATORIO                           
29062023    20  11.0   84  1026.7    0    0     BUENOS AIRES OBSERVATORIO                           
29062023    21  10.4   89  1026.8    0    0     BUENOS AIRES OBSERVATORIO                           
29062023    22  10.6   88  1026.5  140    4     BUENOS AIRES OBSERVATORIO                           
29062023    23  11.8   72  1025.8   50    9     BUENOS AIRES OBSERVATORIO                           
29062023     6   4.6   92  1027.5  180    6     CAMPO DE MAYO AERO                                  
29062023     7   5.0   95  1028.1  180    6     CAMPO DE MAYO AERO                                  
29062023     8   5.2   95  1028.4  200    4     CAMPO DE MAYO AERO                                  
29062023     9   5.2   95  1028.7  230    2     CAMPO DE MAYO AERO                                  
29062023    10   9.0   80  1028.5  140    7     CAMPO DE MAYO AERO                                  
29062023    11  10.3   70  1029.3   70    9     CAMPO DE MAYO AERO                                  
29062023    12  12.8   65  1030.0   70   11     CAMPO DE MAYO AERO                                  
29062023    13  14.0   60  1028.6   50   13     CAMPO DE MAYO AERO                                  
29062023    14  14.0   58  1027.6   70   13     CAMPO DE MAYO AERO                                  
29062023    15  13.4   64  1026.0   50   15     CAMPO DE MAYO AERO                                  
29062023    16  13.4   62  1025.5   70   17     CAMPO DE MAYO AERO                                  
29062023    17  11.8   75  1025.2   70    7     CAMPO DE MAYO AERO                                  
29062023    18  10.8   77  1025.0   70    6     CAMPO DE MAYO AERO                                  
29062023    19   9.0   86  1026.0   90    6     CAMPO DE MAYO AERO                                  
29062023    20   8.0   87  1027.1  290    2     CAMPO DE MAYO AERO                                  
29062023    21   8.0   95  1027.1  160    2     CAMPO DE MAYO AERO                                  
29062023     0  15.6   32  1024.0   20   30     CATAMARCA AERO                                      
29062023     1  15.6   30  1023.8   20   35     CATAMARCA AERO                                      
29062023     2  14.8   34  1023.2   20   30     CATAMARCA AERO                                      
29062023     3  14.0   36  1022.2   20   24     CATAMARCA AERO                                      
29062023     4  14.4   37  1021.3   20   30     CATAMARCA AERO                                      
29062023     5  14.0   37  1020.6   20   28     CATAMARCA AERO                                      
29062023     6  14.0   43  1019.6   20   31     CATAMARCA AERO                                      
29062023     7  13.2   39  1019.3   20   35     CATAMARCA AERO                                      
29062023     8  13.0   43  1018.7   20   43     CATAMARCA AERO                                      
29062023     9  13.0   45  1018.6   20   46     CATAMARCA AERO                                      
29062023    10  14.6   42  1019.2   20   46     CATAMARCA AERO                                      
29062023    11  16.8   41  1019.6   20   46     CATAMARCA AERO                                      
29062023    12  18.4   41  1019.1   20   37     CATAMARCA AERO                                      
29062023    13  19.6   38  1019.0   20   30     CATAMARCA AERO                                      
29062023    14  20.8   53  1018.1   20   22     CATAMARCA AERO                                      
29062023    15  20.8   40  1016.9   20   30     CATAMARCA AERO                                      
29062023    16  21.6   41  1016.5   20   22     CATAMARCA AERO                                      
29062023    17  21.4   40  1016.2   20   22     CATAMARCA AERO                                      
29062023    18  19.0   61  1016.7   20   28     CATAMARCA AERO                                      
29062023    19  16.4   86  1017.6   20   30     CATAMARCA AERO                                      
29062023    20  15.4   66  1018.5   20   28     CATAMARCA AERO                                      
29062023    21  14.6   57  1019.3   20   24     CATAMARCA AERO                                      
29062023    22  14.2   58  1019.8   20   17     CATAMARCA AERO                                      
29062023    23  13.2   63  1019.7   20   20     CATAMARCA AERO                                      
29062023     0   8.9   62  1028.1  140    4     CERES AERO                                          
29062023     1   8.2   63  1028.2  140    4     CERES AERO                                          
29062023     2   7.0   72  1027.7  140    4     CERES AERO                                          
29062023     3   6.2   72  1027.1  140    4     CERES AERO                                          
29062023     4   5.3   76  1026.1  110    4     CERES AERO                                          
29062023     5   4.7   83  1025.1   90    4     CERES AERO                                          
29062023     6   4.0   82  1024.6   90    4     CERES AERO                                          
29062023     7   3.1   84  1024.5   90    4     CERES AERO                                          
29062023     8   2.8   86  1024.9   90    4     CERES AERO                                          
29062023     9   4.7   83  1025.1   90    4     CERES AERO                                          
29062023    10  10.0   75  1025.8   70    4     CERES AERO                                          
29062023    11  14.9   52  1026.2   50    9     CERES AERO                                          
29062023    12  16.4   43  1026.4   50   15     CERES AERO                                          
29062023    13  17.5   36  1025.6   50   24     CERES AERO                                          
29062023    14  18.2   37  1024.5   70   15     CERES AERO                                          
29062023    15  19.4   30  1023.3   70    9     CERES AERO                                          
29062023    16  17.4   36  1022.7   70    9     CERES AERO                                          
29062023    17  17.1   42  1022.2   90    9     CERES AERO                                          
29062023    18  16.3   41  1022.3   90    9     CERES AERO                                          
29062023    19  12.8   53  1022.4   90    4     CERES AERO                                          
29062023    20  10.0   63  1022.8   90    4     CERES AERO                                          
29062023    21   9.0   71  1023.4   90    4     CERES AERO                                          
29062023    22   9.2   74  1023.4   90    4     CERES AERO                                          
29062023    23   9.0   74  1023.8   90    4     CERES AERO                                          
29062023     6   7.3   48  1021.8  140    4     CHAMICAL AERO                                       
29062023     7   7.1   54  1021.4  180    7     CHAMICAL AERO                                       
29062023     8   7.2   54  1021.4  180    4     CHAMICAL AERO                                       
29062023     9   7.2   57  1022.4  180    7     CHAMICAL AERO                                       
29062023    10  10.6   45  1023.7  140   15     CHAMICAL AERO                                       
29062023    11  11.8   45  1023.5   90   11     CHAMICAL AERO                                       
29062023    12  13.8   41  1023.4  140   15     CHAMICAL AERO                                       
29062023    13  15.2   40  1022.0   50   15     CHAMICAL AERO                                       
29062023    14  17.0   35  1020.8   50   15     CHAMICAL AERO                                       
29062023    15  17.6   35  1019.3   70   17     CHAMICAL AERO                                       
29062023    16  17.6   35  1019.8   50   11     CHAMICAL AERO                                       
29062023    17  17.6   36  1019.6   90   15     CHAMICAL AERO                                       
29062023    18  16.9   39  1019.9   90   11     CHAMICAL AERO                                       
29062023    19  14.0   51  1020.8   90    7     CHAMICAL AERO                                       
29062023    20  12.3   55  1021.7  140    4     CHAMICAL AERO                                       
29062023    21  11.0   58  1022.3  140    7     CHAMICAL AERO                                       
29062023     0    .4   89  1021.2  250    7     CHAPELCO AERO                                       
29062023     1   1.0   89  1021.0    0    0     CHAPELCO AERO                                       
29062023     2    .8   89  1020.5    0    0     CHAPELCO AERO                                       
29062023     3    .8   89  1019.9  250    6     CHAPELCO AERO                                       
29062023     4   1.2   89  1019.4    0    0     CHAPELCO AERO                                       
29062023     5   1.6   86  1019.2    0    0     CHAPELCO AERO                                       
29062023     6   1.0   89  1019.5    0    0     CHAPELCO AERO                                       
29062023     7    .6   93  1019.2   90    7     CHAPELCO AERO                                       
29062023     8   1.6   90  1019.5    0    0     CHAPELCO AERO                                       
29062023     9   3.4   84  1019.6  270   11     CHAPELCO AERO                                       
29062023    10   4.2   82  1019.7  290   13     CHAPELCO AERO                                       
29062023    11   6.2   75  1019.8  280   11     CHAPELCO AERO                                       
29062023    12   7.0   73  1020.5  270   19     CHAPELCO AERO                                       
29062023    13   8.4   65  1020.3  250   20     CHAPELCO AERO                                       
29062023    14   9.2   61  1019.5  250   22     CHAPELCO AERO                                       
29062023    15   9.6   61  1019.4  270   17     CHAPELCO AERO                                       
29062023    16  10.0   54  1019.0  250    9     CHAPELCO AERO                                       
29062023    17   9.6   53  1019.2  250   17     CHAPELCO AERO                                       
29062023    18   8.2   72  1019.6  230   17     CHAPELCO AERO                                       
29062023    19   5.4   74  1020.3  270    7     CHAPELCO AERO                                       
29062023    20   2.2   90  1021.2  270   11     CHAPELCO AERO                                       
29062023    21   1.3   90  1022.1  230    6     CHAPELCO AERO                                       
29062023    22    .3   92  1021.5  280    9     CHAPELCO AERO                                       
29062023    23    .2   91  1021.5  250    6     CHAPELCO AERO                                       
29062023     9  10.0   40  1022.6   50    9     CHEPES                                              
29062023    15  17.4   30  1018.3   50   15     CHEPES                                              
29062023    21  11.0   46  1020.4  360    9     CHEPES                                              
29062023     9   2.9   92  1523.0  320    4     CHILECITO AERO                                      
29062023    15  16.2   43  1541.0  140    7     CHILECITO AERO                                      
29062023    21  10.5   63  1542.0  180    4     CHILECITO AERO                                      
29062023     9   3.5   82  1019.2  140    4     CIPOLLETTI                                          
29062023    15   9.8   65  1020.4  240    9     CIPOLLETTI                                          
29062023    21   6.1   84  1020.7    0    0     CIPOLLETTI                                          
29062023     0   1.5   93  1021.4  270    4     COMODORO RIVADAVIA AERO                             
29062023     1   1.7   89  1021.5  290    6     COMODORO RIVADAVIA AERO                             
29062023     2   2.1   86  1020.9  290    9     COMODORO RIVADAVIA AERO                             
29062023     3   2.2   83  1020.0  290    7     COMODORO RIVADAVIA AERO                             
29062023     4   2.3   79  1019.0  320    4     COMODORO RIVADAVIA AERO                             
29062023     5   1.9   77  1018.0  270    4     COMODORO RIVADAVIA AERO                             
29062023     6   3.3   82  1017.9  230    4     COMODORO RIVADAVIA AERO                             
29062023     7   2.1   87  1017.8  280    4     COMODORO RIVADAVIA AERO                             
29062023     8   3.6   77  1017.8  300    4     COMODORO RIVADAVIA AERO                             
29062023     9   3.6   71  1017.0  320    9     COMODORO RIVADAVIA AERO                             
29062023    10   3.0   81  1016.8    0    0     COMODORO RIVADAVIA AERO                             
29062023    11   4.6   78  1016.6  270    4     COMODORO RIVADAVIA AERO                             
29062023    12   5.1   80  1017.0  320    2     COMODORO RIVADAVIA AERO                             
29062023    13   7.2   64  1016.3  270    9     COMODORO RIVADAVIA AERO                             
29062023    14   8.4   63  1016.0  270   11     COMODORO RIVADAVIA AERO                             
29062023    15   8.5   64  1015.6  270   11     COMODORO RIVADAVIA AERO                             
29062023    16   8.4   71  1015.7  290    9     COMODORO RIVADAVIA AERO                             
29062023    17   7.6   64  1015.8  270   19     COMODORO RIVADAVIA AERO                             
29062023    18   7.0   74  1016.1  270    9     COMODORO RIVADAVIA AERO                             
29062023    19   6.7   71  1016.3  280   13     COMODORO RIVADAVIA AERO                             
29062023    20   5.5   79  1016.9  290    9     COMODORO RIVADAVIA AERO                             
29062023    21   6.1   74  1017.0  230   11     COMODORO RIVADAVIA AERO                             
29062023    22   5.1   80  1017.1  240    9     COMODORO RIVADAVIA AERO                             
29062023    23   4.3   82  1016.9  270   11     COMODORO RIVADAVIA AERO                             
29062023     0   6.8   92  1028.2    0    0     CONCORDIA AERO                                      
29062023     1   6.2   97  1028.3    0    0     CONCORDIA AERO                                      
29062023     2   6.4   94  1027.7    0    0     CONCORDIA AERO                                      
29062023     3   6.2   97  1027.4    0    0     CONCORDIA AERO                                      
29062023     4   6.6   94  1026.8    0    0     CONCORDIA AERO                                      
29062023     5   6.0   97  1026.4    0    0     CONCORDIA AERO                                      
29062023     6   5.4   94  1025.8    0    0     CONCORDIA AERO                                      
29062023     7   4.8   94  1026.4    0    0     CONCORDIA AERO                                      
29062023     8   4.0   99  1026.6    0    0     CONCORDIA AERO                                      
29062023     9   6.8   92  1027.1    0    0     CONCORDIA AERO                                      
29062023    10  10.0   79  1027.9   50    4     CONCORDIA AERO                                      
29062023    11  12.2   70  1028.2   50   11     CONCORDIA AERO                                      
29062023    12  13.9   61  1028.0   50   15     CONCORDIA AERO                                      
29062023    13  14.9   59  1028.5  360    6     CONCORDIA AERO                                      
29062023    14  15.9   51  1026.9   50   11     CONCORDIA AERO                                      
29062023    15  16.3   46  1025.8   70    7     CONCORDIA AERO                                      
29062023    16  15.8   40  1025.5   90    9     CONCORDIA AERO                                      
29062023    17  14.7   52  1024.8   90    7     CONCORDIA AERO                                      
29062023    18  13.0   65  1024.5   50    4     CONCORDIA AERO                                      
29062023    19  11.6   69  1024.4    0    0     CONCORDIA AERO                                      
29062023    20  11.3   75  1024.9    0    0     CONCORDIA AERO                                      
29062023    21  10.8   77  1025.1  200    4     CONCORDIA AERO                                      
29062023    22  11.4   74  1025.4    0    0     CONCORDIA AERO                                      
29062023    23  11.6   65  1025.4   90    4     CONCORDIA AERO                                      
29062023     0   3.5   70  1029.3  340   11     CORDOBA AERO                                        
