FECHA     HORA  TEMP   HUM   PNM    DD    FF     NOMBRE                                             
03062023    13   5.9   83  1391.0  290   24     BARILOCHE AERO                                      
03062023    14   5.7   80  1393.0  300   31     BARILOCHE AERO                                      
03062023    15   5.3   80  1399.0  300   33     BARILOCHE AERO                                      
03062023    16   3.5   86  1409.0  300   41     BARILOCHE AERO                                      
03062023    17   3.7   82  1421.0  300   30     BARILOCHE AERO                                      
03062023    18   2.3   87  1434.0  270   28     BARILOCHE AERO                                      
03062023    19   2.2   88  1444.0  290   28     BARILOCHE AERO                                      
03062023    20   2.6   84  1457.0  290   19     BARILOCHE AERO                                      
03062023    21   2.7   86  1468.0  290   26     BARILOCHE AERO                                      
03062023    22   2.3   87  1476.0  270   15     BARILOCHE AERO                                      
03062023    23   2.8   84  1480.0  290   35     BARILOCHE AERO                                      
03062023     0 -19.0   54   999.9  250    4     BASE BELGRANO II                                    
03062023     3 -20.2   76  1000.5  120    6     BASE BELGRANO II                                    
03062023     6 -21.5   74  1000.9    0    0     BASE BELGRANO II                                    
03062023     9 -20.4   50  1001.3    0    0     BASE BELGRANO II                                    
03062023    12 -23.0   56  1001.9   90    7     BASE BELGRANO II                                    
03062023    15 -24.0   54  1002.9  230    7     BASE BELGRANO II                                    
03062023    18 -24.4   70  1002.6  250   22     BASE BELGRANO II                                    
03062023    21 -23.0   73  1002.3    0    0     BASE BELGRANO II                                    
03062023     0   2.5   95  1002.4   50   46     BASE CARLINI (EX JUBANY)                            
03062023     3   4.3   87   999.8   50   63     BASE CARLINI (EX JUBANY)                            
03062023     6   2.8   88   999.0   50   54     BASE CARLINI (EX JUBANY)                            
03062023     9   2.5   97   998.4   50   63     BASE CARLINI (EX JUBANY)                            
03062023    12   3.5   91   997.4   20   59     BASE CARLINI (EX JUBANY)                            
03062023    15   3.7   88   997.8  360   69     BASE CARLINI (EX JUBANY)                            
03062023    18   3.4   93  1000.0   20   52     BASE CARLINI (EX JUBANY)                            
03062023    21   5.0   85  1002.7  140   22     BASE CARLINI (EX JUBANY)                            
03062023     0  -1.9   92  1005.9   20   20     BASE ESPERANZA                                      
03062023     3  -1.3   85  1004.9  360    9     BASE ESPERANZA                                      
03062023     6   -.6   88  1003.2  360   11     BASE ESPERANZA                                      
03062023     9    .5   84  1001.3  360   37     BASE ESPERANZA                                      
03062023    12    .0   92  1001.2  360   28     BASE ESPERANZA                                      
03062023    15   -.3   98  1000.2  360   30     BASE ESPERANZA                                      
03062023    18    .0   96  1001.5   20   11     BASE ESPERANZA                                      
03062023    21   2.3   83  1002.2  320   19     BASE ESPERANZA                                      
03062023     0  -3.0   97  1004.9  360   33     BASE MARAMBIO                                       
03062023     1  -2.8   97  1005.0  360   33     BASE MARAMBIO                                       
03062023     3  -2.4   98  1004.0  360   43     BASE MARAMBIO                                       
03062023     4  -2.2   98  1003.2  360   37     BASE MARAMBIO                                       
03062023     5  -1.7   99  1002.4  360   48     BASE MARAMBIO                                       
03062023     6  -1.8   99  1001.5  360   52     BASE MARAMBIO                                       
03062023     7  -1.8   99  1001.1  360   44     BASE MARAMBIO                                       
03062023     8  -1.4   99  1000.4  360   50     BASE MARAMBIO                                       
03062023     9   -.8   99  1000.3  360   43     BASE MARAMBIO                                       
03062023    10    .2   94  1000.0  340   52     BASE MARAMBIO                                       
03062023    11    .6   99  1000.2  340   54     BASE MARAMBIO                                       
03062023    12    .6   99   999.2  340   65     BASE MARAMBIO                                       
03062023    13    .8   97   998.3  360   72     BASE MARAMBIO                                       
03062023    14    .4   99   998.1  340   57     BASE MARAMBIO                                       
03062023    15    .4   99   998.5  340   57     BASE MARAMBIO                                       
03062023    16    .2  100   998.2  340   65     BASE MARAMBIO                                       
03062023    17   -.6   99   997.7  340   72     BASE MARAMBIO                                       
03062023    18   -.6   99   997.2  340   65     BASE MARAMBIO                                       
03062023    19   -.8   99   997.8  340   69     BASE MARAMBIO                                       
03062023    20  -1.2   99   998.1  340   63     BASE MARAMBIO                                       
03062023    21  -1.0   99   999.3  340   57     BASE MARAMBIO                                       
03062023    22  -1.2   99   999.3  340   52     BASE MARAMBIO                                       
03062023    23  -1.3   99  1000.7  320   44     BASE MARAMBIO                                       
03062023     0  -1.3   90  1016.5  140    7     BASE ORCADAS                                        
03062023     3  -2.1   84  1017.7  340   15     BASE ORCADAS                                        
03062023     6  -2.1   88  1017.9  360   19     BASE ORCADAS                                        
03062023     9  -2.1   88  1018.3  360   24     BASE ORCADAS                                        
03062023    12  -2.1   96  1018.8  360   26     BASE ORCADAS                                        
03062023    15  -1.1   97  1018.4  360   24     BASE ORCADAS                                        
03062023    18  -1.1   97  1018.6  360   30     BASE ORCADAS                                        
03062023    21   -.9   98  1018.9  360   33     BASE ORCADAS                                        
03062023     3    .8   79   990.5  300    4     BASE SAN MARTIN                                     
03062023     6    .0   81   988.8   90    6     BASE SAN MARTIN                                     
03062023     9    .0   85   988.0   20    6     BASE SAN MARTIN                                     
03062023    12   -.3   82   988.1  320    4     BASE SAN MARTIN                                     
03062023    15   -.2   86   987.8  180   11     BASE SAN MARTIN                                     
03062023    18    .5   81   988.5   90    7     BASE SAN MARTIN                                     
03062023    21   -.5   92   990.6  180   13     BASE SAN MARTIN                                     
03062023     9   4.4   93  1014.6    0    0     BENITO JUAREZ AERO                                  
03062023    15  17.8   55  1012.5   50    9     BENITO JUAREZ AERO                                  
03062023    21  10.0   90  1015.3    0    0     BENITO JUAREZ AERO                                  
03062023     6  13.4   83  1524.0   50    9     BERNARDO DE IRIGOYEN AERO                           
03062023     7  14.2   76  1529.0   50   15     BERNARDO DE IRIGOYEN AERO                           
03062023     8  14.2   78  1536.0  360   24     BERNARDO DE IRIGOYEN AERO                           
03062023     9  15.5   75  1540.0  360   15     BERNARDO DE IRIGOYEN AERO                           
03062023    10  17.5   72  1546.0  360   15     BERNARDO DE IRIGOYEN AERO                           
03062023    11  18.0   73  1547.0  360   15     BERNARDO DE IRIGOYEN AERO                           
03062023    12  19.6   70  1543.0  360   24     BERNARDO DE IRIGOYEN AERO                           
03062023    13  20.0   65  1538.0  360   24     BERNARDO DE IRIGOYEN AERO                           
03062023    14  21.2   63  1533.0   20   15     BERNARDO DE IRIGOYEN AERO                           
03062023    15  21.7   57  1528.0   20   15     BERNARDO DE IRIGOYEN AERO                           
03062023    16  21.6   61  1528.0  360   15     BERNARDO DE IRIGOYEN AERO                           
03062023    17  20.7   67  1525.0   20    9     BERNARDO DE IRIGOYEN AERO                           
03062023    18  18.8   75  1524.0  360    4     BERNARDO DE IRIGOYEN AERO                           
03062023    19  17.2   81  1528.0  360    4     BERNARDO DE IRIGOYEN AERO                           
03062023    20  16.7   82  1528.0    0    0     BERNARDO DE IRIGOYEN AERO                           
03062023    21  16.7   83  1531.0    0    0     BERNARDO DE IRIGOYEN AERO                           
03062023     6   7.6   97  1014.5    0    0     BOLIVAR AERO                                        
03062023     7   7.2   92  1014.5    0    0     BOLIVAR AERO                                        
03062023     8   8.7   94  1014.9    0    0     BOLIVAR AERO                                        
03062023     9   8.7   90  1015.2  140    4     BOLIVAR AERO                                        
03062023    10  10.8   88  1015.5  140    4     BOLIVAR AERO                                        
03062023    11  13.0   84  1015.9  140    4     BOLIVAR AERO                                        
03062023    12  15.2   73  1015.6  140    4     BOLIVAR AERO                                        
03062023    13  16.3   71  1014.5   90    4     BOLIVAR AERO                                        
03062023    14  18.0   70  1013.6   90    4     BOLIVAR AERO                                        
03062023    15  17.7   70  1013.2   90    4     BOLIVAR AERO                                        
03062023    16  18.2   71  1013.0   50    4     BOLIVAR AERO                                        
03062023    17  17.8   75  1012.6   50    4     BOLIVAR AERO                                        
03062023    18  15.8   79  1013.4   50    4     BOLIVAR AERO                                        
03062023    19  14.2   88  1014.2    0    0     BOLIVAR AERO                                        
03062023    20  13.8   87  1014.7    0    0     BOLIVAR AERO                                        
03062023    21  13.6   89  1015.0    0    0     BOLIVAR AERO                                        
03062023     0  21.1   75  1012.1  340   15     BUENOS AIRES OBSERVATORIO                           
03062023     1  21.0   75  1011.8  320    9     BUENOS AIRES OBSERVATORIO                           
03062023     2  20.9   77  1011.5  340    9     BUENOS AIRES OBSERVATORIO                           
03062023     3  20.8   78  1011.5  290    6     BUENOS AIRES OBSERVATORIO                           
03062023     4  17.6   78  1012.7  180   19     BUENOS AIRES OBSERVATORIO                           
03062023     5  16.4   79  1012.7  160    7     BUENOS AIRES OBSERVATORIO                           
03062023     6  16.0   77  1012.9  110    6     BUENOS AIRES OBSERVATORIO                           
03062023     7  15.6   77  1013.4  140    7     BUENOS AIRES OBSERVATORIO                           
03062023     8  16.0   75  1013.6    0    0     BUENOS AIRES OBSERVATORIO                           
03062023     9  16.9   79  1014.0   50    7     BUENOS AIRES OBSERVATORIO                           
03062023    10  19.2   78  1014.4  140    6     BUENOS AIRES OBSERVATORIO                           
03062023    11  20.4   73  1014.5    0    0     BUENOS AIRES OBSERVATORIO                           
03062023    12  21.3   72  1014.5   90    4     BUENOS AIRES OBSERVATORIO                           
03062023    13  22.4   65  1014.0  360    6     BUENOS AIRES OBSERVATORIO                           
03062023    14  23.4   65  1013.5  140    2     BUENOS AIRES OBSERVATORIO                           
03062023    15  23.0   67  1013.0   50    4     BUENOS AIRES OBSERVATORIO                           
03062023    16  22.5   64  1012.7   50    4     BUENOS AIRES OBSERVATORIO                           
03062023    17  21.0   74  1014.0   90    4     BUENOS AIRES OBSERVATORIO                           
03062023    18  18.5   84  1013.0  140    4     BUENOS AIRES OBSERVATORIO                           
03062023    19  17.6   87  1013.3   90    4     BUENOS AIRES OBSERVATORIO                           
03062023    20  17.1   90  1013.7   90    6     BUENOS AIRES OBSERVATORIO                           
03062023    21  16.5   92  1014.2   90    4     BUENOS AIRES OBSERVATORIO                           
03062023    22  16.8   92  1014.7   50    4     BUENOS AIRES OBSERVATORIO                           
03062023    23  16.8   93  1014.8   90    2     BUENOS AIRES OBSERVATORIO                           
03062023     6  14.8   80  1013.4  140    9     CAMPO DE MAYO AERO                                  
03062023     7  14.6   81  1013.8  160    6     CAMPO DE MAYO AERO                                  
03062023     8  14.7   80  1014.0   50    6     CAMPO DE MAYO AERO                                  
03062023     9  15.5   81  1014.4   50    4     CAMPO DE MAYO AERO                                  
03062023    10  18.3   79  1014.9   90    7     CAMPO DE MAYO AERO                                  
03062023    11  19.6   77  1014.8   90    7     CAMPO DE MAYO AERO                                  
03062023    12  20.7   74  1015.0   50    7     CAMPO DE MAYO AERO                                  
03062023    13  21.8   71  1014.3   50    9     CAMPO DE MAYO AERO                                  
03062023    14  22.7   68  1013.8   50    9     CAMPO DE MAYO AERO                                  
03062023    15  22.7   57  1013.4   90   15     CAMPO DE MAYO AERO                                  
03062023    16  22.2   63  1013.3   70   15     CAMPO DE MAYO AERO                                  
03062023    17  20.8   70  1013.4   70   13     CAMPO DE MAYO AERO                                  
03062023    18  17.9   85  1013.2   70   11     CAMPO DE MAYO AERO                                  
03062023    19  16.7   93  1013.6   70   13     CAMPO DE MAYO AERO                                  
03062023    20  16.3   95  1014.2   70   11     CAMPO DE MAYO AERO                                  
03062023    21  16.0   94  1014.4   90   11     CAMPO DE MAYO AERO                                  
03062023     0  13.5   78  1010.7  360    7     CATAMARCA AERO                                      
03062023     1  13.2   75  1010.4  360   11     CATAMARCA AERO                                      
03062023     2  11.9   78  1011.0  360    6     CATAMARCA AERO                                      
03062023     3  11.2   74  1010.6   20    7     CATAMARCA AERO                                      
03062023     4  11.2   72  1010.4   20   11     CATAMARCA AERO                                      
03062023     5  11.8   70  1010.0  360    9     CATAMARCA AERO                                      
03062023     6  11.3   73  1011.2  360   11     CATAMARCA AERO                                      
03062023     7  13.2   71  1012.3  360   11     CATAMARCA AERO                                      
03062023     8  14.3   82  1012.7  360    7     CATAMARCA AERO                                      
03062023     9  15.8   74  1013.0   20   15     CATAMARCA AERO                                      
03062023    10  16.4   72  1013.5   20    9     CATAMARCA AERO                                      
03062023    11  22.4   52  1013.2   70    9     CATAMARCA AERO                                      
03062023    12  23.6   47  1012.6   60    9     CATAMARCA AERO                                      
03062023    13  24.8   47  1011.1  110    9     CATAMARCA AERO                                      
03062023    14  26.6   43  1009.7  290    4     CATAMARCA AERO                                      
03062023    15  25.6   46  1009.1  230   19     CATAMARCA AERO                                      
03062023    16  24.0   51  1009.0  230   19     CATAMARCA AERO                                      
03062023    17  23.4   52  1009.1  230    9     CATAMARCA AERO                                      
03062023    18  22.6   61  1009.8  200    6     CATAMARCA AERO                                      
03062023    19  21.6   65  1010.4  200    6     CATAMARCA AERO                                      
03062023    20  20.6   70  1011.0  230    4     CATAMARCA AERO                                      
03062023    21  20.2   72  1011.7  270    4     CATAMARCA AERO                                      
03062023    22  19.6   75  1012.8  290    2     CATAMARCA AERO                                      
03062023    23  18.0   81  1012.7   20    4     CATAMARCA AERO                                      
03062023     0  20.6   78  1010.2  140    4     CERES AERO                                          
03062023     1  18.3   88  1010.6   90    4     CERES AERO                                          
03062023     2  17.6   89  1010.5   90    4     CERES AERO                                          
03062023     3  17.1   81  1010.0   90    4     CERES AERO                                          
03062023     4  17.2   93  1009.5   50    9     CERES AERO                                          
03062023     5  16.9   92  1009.5   50    4     CERES AERO                                          
03062023     6  18.2   90  1010.0   50    4     CERES AERO                                          
03062023     7  17.7   93  1010.8    0    0     CERES AERO                                          
03062023     8  17.0   94  1012.1    0    0     CERES AERO                                          
03062023     9  18.7   89  1012.9  270    4     CERES AERO                                          
03062023    10  20.2   87  1013.4   90    4     CERES AERO                                          
03062023    11  20.9   85  1013.4   50    4     CERES AERO                                          
03062023    12  23.5   75  1012.5  320    4     CERES AERO                                          
03062023    13  23.8   73  1012.6  270    4     CERES AERO                                          
03062023    14  24.8   72  1011.1  320    4     CERES AERO                                          
03062023    15  25.0   72  1010.3   90    4     CERES AERO                                          
03062023    16  25.6   73  1010.2   90    4     CERES AERO                                          
03062023    17  24.8   74  1009.6  140    4     CERES AERO                                          
03062023    18  23.6   81  1009.8  140    4     CERES AERO                                          
03062023    19  23.1   82  1010.4  140    4     CERES AERO                                          
03062023    20  22.4   86  1010.7  140    4     CERES AERO                                          
03062023    21  22.0   85  1011.3  160    4     CERES AERO                                          
03062023    22  22.0   85  1012.2   90    9     CERES AERO                                          
03062023    23  21.2   89  1012.6   90    4     CERES AERO                                          
03062023     6  16.9   83  1009.8    0    0     CHAMICAL AERO                                       
03062023     7  16.9   84  1010.4    0    0     CHAMICAL AERO                                       
03062023     8  16.6   86  1011.2    0    0     CHAMICAL AERO                                       
03062023     9  17.4   81  1012.4    0    0     CHAMICAL AERO                                       
03062023    10  17.7   88  1012.5    0    0     CHAMICAL AERO                                       
03062023    11  18.6   81  1012.9    0    0     CHAMICAL AERO                                       
03062023    12  21.2   69  1012.7    0    0     CHAMICAL AERO                                       
03062023    13  22.1   65  1011.4    0    0     CHAMICAL AERO                                       
03062023    14  22.9   61  1009.9    0    0     CHAMICAL AERO                                       
03062023    15  23.2   59  1009.0    0    0     CHAMICAL AERO                                       
03062023    16  23.4   56  1009.0    0    0     CHAMICAL AERO                                       
03062023    17  23.6   55  1008.6    0    0     CHAMICAL AERO                                       
03062023    18  22.4   63  1009.8    0    0     CHAMICAL AERO                                       
03062023    19  17.8   77  1010.5    0    0     CHAMICAL AERO                                       
03062023    20  17.6   79  1011.9    0    0     CHAMICAL AERO                                       
03062023    21  16.6   84  1012.7    0    0     CHAMICAL AERO                                       
03062023     0   8.4   55  1008.7  260   30     CHAPELCO AERO                                       
03062023     1   7.8   67  1008.8  260   22     CHAPELCO AERO                                       
03062023     2   7.2   73  1007.7  230   11     CHAPELCO AERO                                       
03062023     3   7.2   79  1007.3  320   13     CHAPELCO AERO                                       
03062023     4   5.2   88  1008.5  320   17     CHAPELCO AERO                                       
03062023     5   4.2   91  1008.7    0    0     CHAPELCO AERO                                       
03062023     6   3.6   94  1007.3    0    0     CHAPELCO AERO                                       
03062023     7   3.6   97  1008.1   50   11     CHAPELCO AERO                                       
03062023     8   4.2   93  1007.9   70    9     CHAPELCO AERO                                       
03062023     9   4.2   91  1007.7   80   15     CHAPELCO AERO                                       
03062023    10   4.2   93  1007.6   60   13     CHAPELCO AERO                                       
03062023    11   4.8   93  1007.4   70    6     CHAPELCO AERO                                       
03062023    12   5.2   90  1008.2  990    7     CHAPELCO AERO                                       
03062023    13   7.6   77  1007.3  290   37     CHAPELCO AERO                                       
03062023    14   9.2   52  1006.9  270   52     CHAPELCO AERO                                       
03062023    15   5.0   90  1009.5  250   30     CHAPELCO AERO                                       
03062023    16   6.2   74  1010.0  290   33     CHAPELCO AERO                                       
03062023    17   4.7   81  1012.4  270   31     CHAPELCO AERO                                       
03062023    18   5.4   61  1014.8  280   44     CHAPELCO AERO                                       
03062023    19   3.4   80  1016.9  250   19     CHAPELCO AERO                                       
03062023    20   2.8   84  1017.5  230   15     CHAPELCO AERO                                       
03062023    21   3.6   75  1018.6  270   28     CHAPELCO AERO                                       
03062023    22   4.2   60  1019.3  270   33     CHAPELCO AERO                                       
03062023    23   3.8   66  1020.0  270   37     CHAPELCO AERO                                       
03062023     9  14.0   61  1014.3    0    0     CHEPES                                              
03062023    15  22.0   40  1010.6    0    0     CHEPES                                              
03062023    21  16.8   54  1012.9    0    0     CHEPES                                              
03062023     9  12.8   96  1506.0    0    0     CHILECITO AERO                                      
03062023    15  19.0   65  1489.0  180    6     CHILECITO AERO                                      
03062023    21  15.2   80  1509.0  230    4     CHILECITO AERO                                      
03062023    15  17.0   49  1009.7  320    9     CIPOLLETTI                                          
03062023    21  12.1   63  1016.8  270    9     CIPOLLETTI                                          
03062023     0  12.0   56   999.3  340    9     COMODORO RIVADAVIA AERO                             
03062023     1  13.2   46   999.0  350   17     COMODORO RIVADAVIA AERO                             
03062023     2  11.1   64   998.4  280    4     COMODORO RIVADAVIA AERO                             
03062023     3  14.0   35   997.0  350   26     COMODORO RIVADAVIA AERO                             
03062023     4  14.0   40   996.4  360   26     COMODORO RIVADAVIA AERO                             
03062023     5  13.7   48   996.2   10   17     COMODORO RIVADAVIA AERO                             
03062023     6  14.3   34   995.7   10   22     COMODORO RIVADAVIA AERO                             
03062023     7  14.1   39   994.4  350   33     COMODORO RIVADAVIA AERO                             
03062023     8  13.8   43   995.2  350   28     COMODORO RIVADAVIA AERO                             
03062023     9  13.9   44   995.5  330   33     COMODORO RIVADAVIA AERO                             
03062023    10  13.0   55   996.6  330   13     COMODORO RIVADAVIA AERO                             
03062023    11  14.0   48   996.5  340   19     COMODORO RIVADAVIA AERO                             
03062023    12  14.3   48   997.3  360   20     COMODORO RIVADAVIA AERO                             
03062023    13  14.0   49   997.1  330   20     COMODORO RIVADAVIA AERO                             
03062023    14  15.8   40   997.1  320   20     COMODORO RIVADAVIA AERO                             
03062023    15  14.8   41   996.7  290   30     COMODORO RIVADAVIA AERO                             
03062023    16  14.4   42   997.1  300   24     COMODORO RIVADAVIA AERO                             
03062023    17  14.4   42   996.8  300   19     COMODORO RIVADAVIA AERO                             
03062023    18  13.0   58   998.3  990    2     COMODORO RIVADAVIA AERO                             
03062023    19  11.6   64   999.1  290   31     COMODORO RIVADAVIA AERO                             
03062023    20  10.9   53   999.0  290   28     COMODORO RIVADAVIA AERO                             
03062023    21  10.7   50  1000.5  290   24     COMODORO RIVADAVIA AERO                             
03062023    23   9.3   53  1001.2  270   33     COMODORO RIVADAVIA AERO                             
03062023     0  18.0   94  1013.9   50    7     CONCORDIA AERO                                      
03062023     1  17.8   94  1014.4   50    4     CONCORDIA AERO                                      
03062023     2  18.5   90  1013.9   50   13     CONCORDIA AERO                                      
03062023     3  19.0   88  1013.1   50   13     CONCORDIA AERO                                      
03062023     4  18.8   90  1012.8   30    6     CONCORDIA AERO                                      
03062023     5  18.8   90  1012.5    0    0     CONCORDIA AERO                                      
03062023     6  18.6   92  1012.7   30   11     CONCORDIA AERO                                      
03062023     7  18.6   92  1013.5    0    0     CONCORDIA AERO                                      
03062023     8  18.6   92  1014.1    0    0     CONCORDIA AERO                                      
03062023     9  18.7   92  1015.0    0    0     CONCORDIA AERO                                      
03062023    10  19.1   91  1015.4   50   13     CONCORDIA AERO                                      
03062023    11  20.7   82  1015.5   20   17     CONCORDIA AERO                                      
03062023    12  22.6   76  1015.1   50   15     CONCORDIA AERO                                      
03062023    13  23.7   71  1014.2   20   15     CONCORDIA AERO                                      
03062023    14  24.5   69  1013.5   20   11     CONCORDIA AERO                                      
03062023    15  24.9   69  1013.4  360    9     CONCORDIA AERO                                      
03062023    16  24.1   72  1012.7   20   17     CONCORDIA AERO                                      
03062023    17  22.4   79  1012.8   50   15     CONCORDIA AERO                                      
03062023    18  21.8   81  1013.2    0    0     CONCORDIA AERO                                      
03062023    19  20.7   87  1013.1    0    0     CONCORDIA AERO                                      
03062023    20  19.9   91  1013.2   90    6     CONCORDIA AERO                                      
03062023    21  20.2   90  1013.8   50    6     CONCORDIA AERO                                      
03062023    22  20.2   92  1014.2   60    7     CONCORDIA AERO                                      
03062023    23  19.7   93  1014.8  120    4     CONCORDIA AERO                                      
03062023     0  16.0   84  1011.9  240    9     CORDOBA AERO                                        
03062023     1  15.4   87  1011.5  240   11     CORDOBA AERO                                        
03062023     2  16.2   84  1010.9  240   11     CORDOBA AERO                                        
03062023     3  14.8   90  1010.6  250    9     CORDOBA AERO                                        
03062023     4  14.8   89  1010.9  250    4     CORDOBA AERO                                        
03062023     5  14.2   91  1011.4    0    0     CORDOBA AERO                                        
03062023     6   9.9   94  1012.6  170    2     CORDOBA AERO                                        
03062023     7  13.0   92  1013.4  140    6     CORDOBA AERO                                        
03062023     8  14.1   96  1013.7  160    6     CORDOBA AERO                                        
